NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
115100,Support Activities for Crop Production,15-1141,Database Administrators,70,"74,750","42,070","53,240","70,520","91,250","123,830"
115200,Support Activities for Animal Production,13-1161,Market Research Analysts and Marketing Specialists,50,"54,560","28,640","40,660","45,680","63,220","90,030"
211100,Oil and Gas Extraction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",200,"73,790","41,530","53,090","69,090","86,500","112,970"
211100,Oil and Gas Extraction,13-1161,Market Research Analysts and Marketing Specialists,320,"81,700","41,760","54,570","74,950","99,900","137,680"
211100,Oil and Gas Extraction,13-2031,Budget Analysts,60,"90,300","51,830","64,880","83,730","104,210","132,450"
211100,Oil and Gas Extraction,13-2051,Financial Analysts,"1,820","100,220","54,980","69,310","91,140","124,140","154,560"
211100,Oil and Gas Extraction,15-1121,Computer Systems Analysts,"3,450","105,770","55,800","74,110","95,700","125,580","165,630"
211100,Oil and Gas Extraction,15-1122,Information Security Analysts,210,"88,080","53,380","70,330","86,770","104,770","126,280"
211100,Oil and Gas Extraction,15-1141,Database Administrators,280,"88,520","44,120","62,690","86,870","112,270","132,990"
211100,Oil and Gas Extraction,15-2031,Operations Research Analysts,80,"81,380","45,320","54,400","75,040","99,000","128,640"
213100,Support Activities for Mining,13-1141,"Compensation, Benefits, and Job Analysis Specialists",80,"73,160","41,580","53,860","70,360","87,000","113,020"
213100,Support Activities for Mining,13-1161,Market Research Analysts and Marketing Specialists,310,"100,200","52,350","70,640","89,510","119,840","161,480"
213100,Support Activities for Mining,13-2031,Budget Analysts,150,"82,700","43,460","55,120","74,090","108,470","138,190"
213100,Support Activities for Mining,13-2051,Financial Analysts,260,"95,280","51,060","65,410","86,350","116,970","155,380"
213100,Support Activities for Mining,15-1121,Computer Systems Analysts,790,"118,770","69,820","86,120","110,960","140,290","175,060"
213100,Support Activities for Mining,15-1122,Information Security Analysts,50,"96,670","68,950","80,350","93,300","110,850","130,610"
213100,Support Activities for Mining,15-1141,Database Administrators,60,"94,580","50,360","57,900","75,170","121,360","181,780"
221100,"Electric Power Generation, Transmission and Distribution",13-1141,"Compensation, Benefits, and Job Analysis Specialists",330,"73,680","44,340","54,350","69,440","90,720","114,130"
221100,"Electric Power Generation, Transmission and Distribution",13-1161,Market Research Analysts and Marketing Specialists,"1,580","78,370","45,170","58,000","74,330","95,600","119,840"
221100,"Electric Power Generation, Transmission and Distribution",13-2031,Budget Analysts,430,"71,610","45,190","53,690","67,650","86,530","103,200"
221100,"Electric Power Generation, Transmission and Distribution",13-2041,Credit Analysts,110,"76,150","46,400","58,180","72,470","88,940","107,600"
221100,"Electric Power Generation, Transmission and Distribution",13-2051,Financial Analysts,"1,040","89,980","54,130","68,180","85,660","105,730","130,270"
221100,"Electric Power Generation, Transmission and Distribution",15-1121,Computer Systems Analysts,"2,640","94,810","62,510","77,630","94,300","113,290","129,890"
221100,"Electric Power Generation, Transmission and Distribution",15-1122,Information Security Analysts,720,"83,570","55,160","66,230","80,330","99,440","118,750"
221100,"Electric Power Generation, Transmission and Distribution",15-1141,Database Administrators,350,"90,980","58,040","73,040","90,920","110,540","125,350"
221100,"Electric Power Generation, Transmission and Distribution",15-2031,Operations Research Analysts,590,"85,460","55,460","68,370","83,690","100,870","120,250"
221100,"Electric Power Generation, Transmission and Distribution",15-2041,Statisticians,40,"74,830","38,410","53,690","74,040","93,550","113,530"
221200,Natural Gas Distribution,13-1141,"Compensation, Benefits, and Job Analysis Specialists",190,"89,280","63,080","72,750","87,700","104,420","122,200"
221200,Natural Gas Distribution,13-1161,Market Research Analysts and Marketing Specialists,620,"73,910","39,060","53,620","71,940","92,590","115,010"
221200,Natural Gas Distribution,13-2031,Budget Analysts,160,"86,350","48,630","64,810","83,630","100,800","128,660"
221200,Natural Gas Distribution,13-2041,Credit Analysts,120,"88,440","52,080","65,970","80,990","103,520","129,690"
221200,Natural Gas Distribution,13-2051,Financial Analysts,840,"90,880","56,310","70,120","88,470","109,770","132,190"
221200,Natural Gas Distribution,15-1121,Computer Systems Analysts,"1,520","95,820","64,800","79,580","96,100","114,640","130,700"
221200,Natural Gas Distribution,15-1122,Information Security Analysts,150,"100,400","65,240","81,810","100,960","121,170","143,290"
221200,Natural Gas Distribution,15-1141,Database Administrators,180,"96,890","56,060","71,870","101,250","120,670","139,490"
221200,Natural Gas Distribution,15-2031,Operations Research Analysts,120,"82,300","51,240","61,570","77,000","104,230","121,410"
221300,"Water, Sewage and Other Systems",13-2051,Financial Analysts,30,"76,960","45,430","59,600","72,750","90,720","125,560"
221300,"Water, Sewage and Other Systems",15-1121,Computer Systems Analysts,50,"74,760","39,660","50,090","70,190","89,400","111,980"
236100,Residential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",80,"57,330","36,440","44,720","57,660","69,640","76,720"
236100,Residential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,"1,740","53,940","28,180","37,500","49,880","66,580","82,080"
236100,Residential Building Construction,13-2031,Budget Analysts,50,"69,870","37,070","56,590","68,190","78,790","105,280"
236100,Residential Building Construction,13-2051,Financial Analysts,70,"81,830","44,730","58,120","73,750","90,930","121,260"
236100,Residential Building Construction,15-1121,Computer Systems Analysts,80,"88,590","53,380","71,940","89,350","107,070","123,030"
236100,Residential Building Construction,15-1122,Information Security Analysts,40,*,*,*,*,*,*
236200,Nonresidential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",180,"69,170","40,700","49,410","66,240","88,030","107,810"
236200,Nonresidential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,"2,120","66,600","35,370","44,630","59,770","81,120","111,530"
236200,Nonresidential Building Construction,13-2031,Budget Analysts,150,"69,800","51,190","57,350","67,450","77,240","91,860"
236200,Nonresidential Building Construction,13-2051,Financial Analysts,100,"76,410","43,060","51,940","71,180","92,670","128,040"
236200,Nonresidential Building Construction,15-1121,Computer Systems Analysts,150,"82,910","46,860","60,220","81,950","99,270","120,480"
236200,Nonresidential Building Construction,15-1122,Information Security Analysts,70,"85,000","47,840","59,080","79,800","106,700","120,120"
236200,Nonresidential Building Construction,15-1141,Database Administrators,40,"77,590","50,590","59,670","79,190","94,060","110,700"
237100,Utility System Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",80,"59,240","39,960","45,290","55,510","70,720","87,660"
237100,Utility System Construction,13-1161,Market Research Analysts and Marketing Specialists,150,"65,090","37,210","48,040","60,250","78,240","99,070"
237100,Utility System Construction,13-2051,Financial Analysts,40,"72,140","44,490","52,400","64,930","91,300","114,320"
237100,Utility System Construction,15-1121,Computer Systems Analysts,120,"79,790","46,540","62,370","73,940","96,240","118,480"
237100,Utility System Construction,15-1122,Information Security Analysts,30,"74,040","19,080","53,700","81,110","97,000","116,760"
237200,Land Subdivision,13-1161,Market Research Analysts and Marketing Specialists,350,"61,050","33,370","39,130","60,160","73,580","99,320"
237200,Land Subdivision,13-2051,Financial Analysts,160,"88,110","59,540","66,590","74,500","98,770","144,510"
237300,"Highway, Street, and Bridge Construction",13-1141,"Compensation, Benefits, and Job Analysis Specialists",40,"59,990","40,320","45,020","54,750","71,790","93,990"
237300,"Highway, Street, and Bridge Construction",13-1161,Market Research Analysts and Marketing Specialists,**,"66,720","40,600","50,670","59,770","76,970","105,750"
237300,"Highway, Street, and Bridge Construction",15-1122,Information Security Analysts,**,"73,870","52,400","58,090","67,740","80,350","117,460"
237900,Other Heavy and Civil Engineering Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",110,"68,600","36,990","47,240","65,250","79,720","109,400"
237900,Other Heavy and Civil Engineering Construction,13-1161,Market Research Analysts and Marketing Specialists,90,"66,310","31,270","45,910","59,800","85,610","108,620"
237900,Other Heavy and Civil Engineering Construction,13-2051,Financial Analysts,50,"84,250","52,610","65,880","82,970","98,680","126,900"
237900,Other Heavy and Civil Engineering Construction,15-1121,Computer Systems Analysts,50,"79,390","49,390","58,830","76,100","93,380","118,570"
237900,Other Heavy and Civil Engineering Construction,15-1141,Database Administrators,30,"63,780","41,220","50,850","56,500","70,720","104,630"
238100,"Foundation, Structure, and Building Exterior Contractors",13-1161,Market Research Analysts and Marketing Specialists,160,*,*,*,*,*,*
238200,Building Equipment Contractors,13-1141,"Compensation, Benefits, and Job Analysis Specialists",70,"65,310","39,560","48,160","58,770","75,390","103,390"
238200,Building Equipment Contractors,13-1161,Market Research Analysts and Marketing Specialists,790,"64,950","33,570","45,640","62,540","82,420","96,610"
238200,Building Equipment Contractors,13-2031,Budget Analysts,50,"75,450","59,400","66,320","74,080","85,720","95,820"
238200,Building Equipment Contractors,13-2051,Financial Analysts,70,"75,740","52,510","60,120","76,620","90,350","100,490"
238200,Building Equipment Contractors,15-1121,Computer Systems Analysts,370,"93,060","62,680","78,100","92,780","111,520","125,340"
238200,Building Equipment Contractors,15-1122,Information Security Analysts,50,"83,880","52,270","66,080","83,300","101,220","120,090"
238200,Building Equipment Contractors,15-1141,Database Administrators,90,"83,580","50,010","58,520","89,230","107,960","116,720"
238300,Building Finishing Contractors,13-1161,Market Research Analysts and Marketing Specialists,290,"43,310","18,460","24,280","38,120","55,760","73,470"
238900,Other Specialty Trade Contractors,13-1161,Market Research Analysts and Marketing Specialists,180,"61,260","29,250","37,520","52,910","74,990","117,090"
311100,Animal Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",30,"51,600","27,930","35,370","52,160","61,760","78,680"
311100,Animal Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,220,"67,540","29,240","41,920","59,940","77,870","110,420"
311100,Animal Food Manufacturing,15-1121,Computer Systems Analysts,40,"69,550","49,920","56,370","67,820","82,770","96,730"
311200,Grain and Oilseed Milling,13-1161,Market Research Analysts and Marketing Specialists,150,"69,730","34,740","46,610","65,670","91,920","114,680"
311200,Grain and Oilseed Milling,13-2051,Financial Analysts,100,"67,190","43,250","54,550","67,330","79,100","93,200"
311300,Sugar and Confectionery Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,130,"65,050","30,820","43,640","63,120","79,230","103,720"
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",50,"60,460","36,250","42,760","52,370","71,430","107,530"
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,250,"61,230","36,880","43,950","54,420","72,250","95,560"
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-2051,Financial Analysts,110,"64,820","44,260","52,510","62,620","75,800","91,000"
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,15-1121,Computer Systems Analysts,40,"81,720","50,570","63,400","78,890","99,630","115,990"
311500,Dairy Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",30,"60,900","41,180","48,770","57,450","73,110","89,140"
311500,Dairy Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,260,"59,580","33,890","42,720","54,630","73,240","94,910"
311500,Dairy Product Manufacturing,13-2051,Financial Analysts,80,"72,570","39,570","53,550","69,810","85,090","101,250"
311500,Dairy Product Manufacturing,15-1121,Computer Systems Analysts,50,"77,420","52,510","63,480","74,170","92,470","110,580"
311600,Animal Slaughtering and Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",110,"48,700","32,240","36,160","44,190","57,090","73,150"
311600,Animal Slaughtering and Processing,13-1161,Market Research Analysts and Marketing Specialists,150,"63,120","34,010","43,360","56,650","76,700","104,900"
311600,Animal Slaughtering and Processing,15-1121,Computer Systems Analysts,40,"68,730","36,530","53,550","70,320","85,530","96,930"
311800,Bakeries and Tortilla Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",60,"64,020","38,600","45,380","58,950","79,490","100,560"
311800,Bakeries and Tortilla Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,320,"63,900","37,730","45,050","60,680","78,480","96,560"
311800,Bakeries and Tortilla Manufacturing,13-2051,Financial Analysts,60,"74,830","47,710","57,750","74,520","92,200","103,030"
311900,Other Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",60,"64,570","38,530","48,690","61,830","75,590","95,260"
311900,Other Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,530,"64,970","33,760","45,240","59,500","76,730","107,930"
311900,Other Food Manufacturing,13-2051,Financial Analysts,100,"73,990","51,290","59,650","73,870","88,150","97,200"
311900,Other Food Manufacturing,15-1121,Computer Systems Analysts,130,"65,960","36,150","44,740","59,930","83,870","107,510"
312100,Beverage Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",60,"59,310","41,070","46,370","55,660","67,130","85,100"
312100,Beverage Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,"1,120","60,450","31,750","39,990","52,630","74,920","98,050"
312100,Beverage Manufacturing,13-2051,Financial Analysts,70,"81,760","49,590","65,040","76,050","91,930","115,970"
312100,Beverage Manufacturing,15-1121,Computer Systems Analysts,200,"76,620","39,210","60,130","77,100","96,620","114,020"
312200,Tobacco Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,40,"66,610","33,700","39,470","59,780","79,680","115,180"
312200,Tobacco Manufacturing,15-1121,Computer Systems Analysts,140,"87,230","56,980","73,070","88,500","103,220","117,820"
313200,Fabric Mills,13-1141,"Compensation, Benefits, and Job Analysis Specialists",40,"55,220","28,590","39,310","52,430","68,730","89,400"
313200,Fabric Mills,13-1161,Market Research Analysts and Marketing Specialists,70,"62,750","29,140","41,840","56,000","84,920","107,270"
313300,Textile and Fabric Finishing and Fabric Coating Mills,13-1161,Market Research Analysts and Marketing Specialists,60,"67,510","36,890","44,820","59,160","88,110","115,120"
314100,Textile Furnishings Mills,13-1161,Market Research Analysts and Marketing Specialists,120,"57,610","35,250","42,500","55,230","68,600","78,770"
314900,Other Textile Product Mills,13-1161,Market Research Analysts and Marketing Specialists,210,"57,410","32,150","39,930","52,380","72,560","90,120"
315200,Cut and Sew Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,470,"65,850","36,730","45,700","61,220","81,520","103,570"
315200,Cut and Sew Apparel Manufacturing,13-2041,Credit Analysts,40,"70,770","41,850","49,970","64,730","83,160","122,660"
315200,Cut and Sew Apparel Manufacturing,15-1121,Computer Systems Analysts,60,"80,550","56,250","69,080","82,050","93,420","107,780"
315900,Apparel Accessories and Other Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,80,"62,800","39,260","47,450","57,760","75,030","99,790"
316200,Footwear Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,30,"73,190","36,760","49,720","70,910","103,620","115,500"
316900,Other Leather and Allied Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,80,"52,910","29,270","34,540","47,830","67,260","89,830"
321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,40,"56,020","40,500","45,000","53,070","62,140","82,950"
321900,Other Wood Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,140,"57,180","32,340","40,150","54,820","67,030","87,300"
321900,Other Wood Product Manufacturing,15-1121,Computer Systems Analysts,90,"74,550","48,880","59,790","71,800","88,090","106,800"
322100,"Pulp, Paper, and Paperboard Mills",13-1141,"Compensation, Benefits, and Job Analysis Specialists",60,"65,840","41,880","51,560","66,360","80,080","92,800"
322100,"Pulp, Paper, and Paperboard Mills",13-1161,Market Research Analysts and Marketing Specialists,80,"59,850","31,060","41,100","54,840","70,490","100,040"
322100,"Pulp, Paper, and Paperboard Mills",13-2051,Financial Analysts,140,"74,590","44,000","54,430","67,350","85,550","111,330"
322100,"Pulp, Paper, and Paperboard Mills",15-1121,Computer Systems Analysts,110,"77,360","46,860","62,170","77,090","92,410","109,200"
322100,"Pulp, Paper, and Paperboard Mills",15-2031,Operations Research Analysts,40,"86,330","53,640","64,090","85,330","107,180","123,770"
322200,Converted Paper Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",190,"58,210","33,490","42,350","55,170","69,060","82,820"
322200,Converted Paper Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,380,"65,880","37,570","46,560","60,940","80,560","102,660"
322200,Converted Paper Product Manufacturing,13-2031,Budget Analysts,40,"70,990","48,360","59,160","70,960","84,130","95,300"
322200,Converted Paper Product Manufacturing,13-2041,Credit Analysts,40,"64,240","42,110","51,420","58,840","76,520","97,080"
322200,Converted Paper Product Manufacturing,13-2051,Financial Analysts,140,"78,980","51,670","63,470","75,010","91,030","109,560"
322200,Converted Paper Product Manufacturing,15-1121,Computer Systems Analysts,180,"85,640","49,070","68,080","87,430","106,840","119,610"
322200,Converted Paper Product Manufacturing,15-1141,Database Administrators,40,"77,460","42,920","49,450","67,680","100,700","138,900"
322200,Converted Paper Product Manufacturing,15-2031,Operations Research Analysts,70,"97,110","55,650","76,460","101,980","120,430","137,120"
323100,Printing and Related Support Activities,13-1141,"Compensation, Benefits, and Job Analysis Specialists",350,"57,690","34,110","43,940","56,580","70,890","84,840"
323100,Printing and Related Support Activities,13-1161,Market Research Analysts and Marketing Specialists,"1,070","60,780","31,620","39,270","53,950","74,680","101,210"
323100,Printing and Related Support Activities,13-2031,Budget Analysts,30,"48,920","33,830","37,290","46,340","59,070","71,470"
323100,Printing and Related Support Activities,13-2041,Credit Analysts,**,"60,680","34,600","40,340","50,110","68,850","109,540"
323100,Printing and Related Support Activities,13-2051,Financial Analysts,260,"74,800","45,260","56,170","73,030","91,800","110,060"
323100,Printing and Related Support Activities,15-1121,Computer Systems Analysts,770,"73,360","43,920","55,680","71,090","89,020","105,200"
323100,Printing and Related Support Activities,15-1141,Database Administrators,180,"75,850","42,100","51,180","73,140","91,960","114,200"
323100,Printing and Related Support Activities,15-2031,Operations Research Analysts,50,"61,910","38,170","46,850","59,280","72,930","93,680"
324100,Petroleum and Coal Products Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,130,"74,980","41,240","47,640","64,320","87,850","130,160"
324100,Petroleum and Coal Products Manufacturing,13-2051,Financial Analysts,**,"95,240","55,530","67,920","86,260","114,260","143,250"
324100,Petroleum and Coal Products Manufacturing,15-1121,Computer Systems Analysts,710,"92,030","57,470","71,910","89,640","111,420","133,750"
324100,Petroleum and Coal Products Manufacturing,15-2031,Operations Research Analysts,40,"93,680","52,920","75,450","94,710","115,770","137,420"
325100,Basic Chemical Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",40,"64,250","34,960","44,040","55,400","74,220","124,040"
325100,Basic Chemical Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,280,"74,830","42,590","52,580","68,010","96,310","118,560"
325100,Basic Chemical Manufacturing,13-2051,Financial Analysts,100,"97,520","57,610","68,900","85,550","111,530","151,720"
325100,Basic Chemical Manufacturing,15-1121,Computer Systems Analysts,250,"89,980","53,050","66,340","84,410","109,740","134,810"
325100,Basic Chemical Manufacturing,15-1141,Database Administrators,80,"82,710","52,560","62,020","77,690","101,050","124,260"
325100,Basic Chemical Manufacturing,15-2031,Operations Research Analysts,170,"87,520","53,170","64,110","78,690","111,910","136,520"
325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",13-1141,"Compensation, Benefits, and Job Analysis Specialists",50,"63,150","39,060","46,240","59,260","74,750","96,440"
325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,320,"78,250","34,610","47,590","68,160","104,960","132,060"
325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",13-2031,Budget Analysts,40,"71,970","42,460","49,240","59,340","98,830","115,810"
325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",13-2051,Financial Analysts,150,"82,170","42,270","58,480","76,370","101,280","131,530"
325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",15-1121,Computer Systems Analysts,730,"88,750","53,810","64,720","84,420","113,720","136,160"
325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",15-1141,Database Administrators,50,"80,360","50,510","59,230","78,780","97,530","116,060"
325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",15-2031,Operations Research Analysts,**,"74,930","42,260","52,970","70,560","96,400","116,000"
325300,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,140,"58,080","32,450","41,420","52,910","67,650","98,190"
325400,Pharmaceutical and Medicine Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",240,"74,510","45,310","55,280","68,990","87,270","113,490"
325400,Pharmaceutical and Medicine Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,"1,910","70,550","33,710","44,700","62,830","90,290","119,080"
325400,Pharmaceutical and Medicine Manufacturing,13-2031,Budget Analysts,60,"88,800","45,450","63,780","89,740","113,040","130,400"
325400,Pharmaceutical and Medicine Manufacturing,13-2051,Financial Analysts,790,"89,060","56,070","68,530","84,890","101,150","123,060"
325400,Pharmaceutical and Medicine Manufacturing,15-1121,Computer Systems Analysts,"2,100","87,270","52,440","63,550","86,350","108,440","125,150"
325400,Pharmaceutical and Medicine Manufacturing,15-1122,Information Security Analysts,120,"86,260","48,240","64,240","83,230","108,800","128,270"
325400,Pharmaceutical and Medicine Manufacturing,15-1141,Database Administrators,430,"84,420","49,210","60,840","82,440","104,960","126,370"
325400,Pharmaceutical and Medicine Manufacturing,15-2031,Operations Research Analysts,490,"79,530","41,100","55,140","76,050","98,570","122,260"
325400,Pharmaceutical and Medicine Manufacturing,15-2041,Statisticians,670,"93,050","40,570","52,740","96,210","127,080","150,090"
325500,"Paint, Coating, and Adhesive Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,350,"68,760","36,970","45,340","60,220","87,810","118,490"
325500,"Paint, Coating, and Adhesive Manufacturing",13-2051,Financial Analysts,60,"104,530","55,830","64,380","88,430","131,290","167,550"
325500,"Paint, Coating, and Adhesive Manufacturing",15-1121,Computer Systems Analysts,90,"77,160","51,580","61,510","76,190","93,190","110,240"
325500,"Paint, Coating, and Adhesive Manufacturing",15-1141,Database Administrators,40,"75,190","41,760","52,000","75,480","99,710","112,680"
325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",13-1141,"Compensation, Benefits, and Job Analysis Specialists",80,"64,780","40,540","52,330","62,790","76,890","91,710"
325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,720,"68,190","33,880","45,100","63,340","85,940","112,950"
325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",13-2051,Financial Analysts,200,"80,520","39,150","56,030","74,080","100,060","123,260"
325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",15-1121,Computer Systems Analysts,210,"83,030","47,020","61,760","81,300","100,660","119,250"
325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",15-1122,Information Security Analysts,60,"82,170","49,990","58,830","78,210","106,400","118,710"
325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",15-1141,Database Administrators,90,"81,830","46,530","57,230","77,850","101,930","126,880"
325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",15-2031,Operations Research Analysts,50,"87,280","59,300","69,870","84,840","102,340","119,960"
325900,Other Chemical Product and Preparation Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,270,"67,510","35,970","44,170","59,330","83,730","107,970"
325900,Other Chemical Product and Preparation Manufacturing,13-2051,Financial Analysts,40,"75,050","49,730","63,930","72,820","85,540","100,240"
325900,Other Chemical Product and Preparation Manufacturing,15-1121,Computer Systems Analysts,70,"80,800","45,930","59,610","81,250","98,040","120,850"
326100,Plastics Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",270,"62,150","38,670","46,090","59,060","74,980","93,520"
326100,Plastics Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,910,"61,520","30,910","40,470","55,130","77,480","105,990"
326100,Plastics Product Manufacturing,13-2041,Credit Analysts,70,"56,940","36,040","42,280","52,260","66,100","81,350"
326100,Plastics Product Manufacturing,13-2051,Financial Analysts,230,"75,010","47,240","59,960","73,140","88,200","104,780"
326100,Plastics Product Manufacturing,15-1121,Computer Systems Analysts,290,"84,970","50,570","66,680","86,400","105,960","118,080"
326100,Plastics Product Manufacturing,15-1141,Database Administrators,90,"76,830","44,970","55,130","70,460","100,230","120,570"
326100,Plastics Product Manufacturing,15-2031,Operations Research Analysts,30,"75,600","37,930","49,600","66,490","93,370","135,160"
326200,Rubber Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",110,"59,230","39,980","44,890","55,390","70,430","90,140"
326200,Rubber Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,110,"61,890","31,890","40,390","54,220","74,700","107,810"
326200,Rubber Product Manufacturing,15-1121,Computer Systems Analysts,120,"79,420","47,880","65,540","79,710","92,980","111,740"
327100,Clay Product and Refractory Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,60,"66,530","35,780","43,670","64,990","84,180","107,480"
327200,Glass and Glass Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,50,"58,810","36,430","44,230","54,680","68,600","87,510"
327200,Glass and Glass Product Manufacturing,15-1121,Computer Systems Analysts,50,"79,820","50,520","62,550","79,630","94,450","113,860"
327300,Cement and Concrete Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,110,"63,280","35,880","42,880","52,120","82,510","102,320"
327300,Cement and Concrete Product Manufacturing,15-1121,Computer Systems Analysts,40,"86,380","64,420","79,230","87,670","96,160","111,120"
327900,Other Nonmetallic Mineral Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,100,"59,300","31,330","40,330","54,560","75,760","95,420"
331100,Iron and Steel Mills and Ferroalloy Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",140,"59,940","37,290","45,070","56,280","71,560","90,150"
331100,Iron and Steel Mills and Ferroalloy Manufacturing,13-2051,Financial Analysts,50,"74,070","53,100","58,890","69,720","84,510","106,230"
331100,Iron and Steel Mills and Ferroalloy Manufacturing,15-1121,Computer Systems Analysts,90,"88,090","53,550","68,320","86,960","104,500","123,210"
331100,Iron and Steel Mills and Ferroalloy Manufacturing,15-2031,Operations Research Analysts,120,"65,880","38,240","51,160","59,890","79,930","100,650"
331200,Steel Product Manufacturing from Purchased Steel,13-1161,Market Research Analysts and Marketing Specialists,40,"59,910","37,470","50,560","57,180","68,320","83,080"
331200,Steel Product Manufacturing from Purchased Steel,15-1121,Computer Systems Analysts,50,"86,790","54,420","69,760","85,610","102,670","127,810"
331300,Alumina and Aluminum Production and Processing,13-1161,Market Research Analysts and Marketing Specialists,70,"62,550","38,600","44,640","55,450","78,390","103,470"
331400,Nonferrous Metal (except Aluminum) Production and Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",70,"62,160","40,020","46,360","57,390","73,830","96,090"
331400,Nonferrous Metal (except Aluminum) Production and Processing,13-1161,Market Research Analysts and Marketing Specialists,40,"68,650","43,520","51,560","62,480","80,840","94,810"
331400,Nonferrous Metal (except Aluminum) Production and Processing,15-1121,Computer Systems Analysts,90,"76,770","49,570","62,480","73,920","94,020","111,750"
331500,Foundries,13-1141,"Compensation, Benefits, and Job Analysis Specialists",90,"62,840","42,310","50,840","59,160","72,830","94,000"
331500,Foundries,15-1121,Computer Systems Analysts,30,"76,650","43,350","62,210","77,670","95,550","111,470"
332100,Forging and Stamping,13-1161,Market Research Analysts and Marketing Specialists,50,"50,760","33,060","39,840","47,740","61,860","73,730"
